file_path,actual_media_type,route_detected_type,route_selected,route_correct,true_label,final_label_id,final_label_name,binary_label_id,binary_label_name,native_label_id,native_label_name,native_confidence,path_specific_subtype,path_specific_probabilities,confidence,prob_real,prob_fake,pipeline_success,final_correct,error_stage
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002795_001191.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9939566850662231,,"{'Real': 0.003290909342467785, 'Full-Synthetic': 0.9939566850662231, 'Tampered': 0.0027523362077772617}",0.9967090487480164,0.003290909342467785,0.9967090212740004,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/002584_001168.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9611011147499084,,"{'Real': 0.9611011147499084, 'Full-Synthetic': 0.009584886953234673, 'Tampered': 0.029313961043953896}",0.9611011147499084,0.9611011147499084,0.03889884799718857,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000435_001061.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.9476403594017029,,"{'Real': 0.003582947188988328, 'Full-Synthetic': 0.048776689916849136, 'Tampered': 0.9476403594017029}",0.9964170455932617,0.003582947188988328,0.996417049318552,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/000513_002761.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9292676448822021,,"{'Real': 0.9292676448822021, 'Full-Synthetic': 0.01015400979667902, 'Tampered': 0.06057831272482872}",0.9292676448822021,0.9292676448822021,0.07073232252150774,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/001338_000891.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.8916934728622437,,"{'Real': 0.09802848100662231, 'Full-Synthetic': 0.010278123430907726, 'Tampered': 0.8916934728622437}",0.9019715785980225,0.09802848100662231,0.9019715962931514,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000413_001397.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9960235357284546,,"{'Real': 0.0019763146992772818, 'Full-Synthetic': 0.9960235357284546, 'Tampered': 0.0020000801887363195}",0.9980236291885376,0.0019763146992772818,0.9980236159171909,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/001815_000453.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9845271110534668,,"{'Real': 0.9845271110534668, 'Full-Synthetic': 0.007956205867230892, 'Tampered': 0.0075167096219956875}",0.9845271110534668,0.9845271110534668,0.01547291548922658,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000791_001674.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9811966419219971,,"{'Real': 0.012931177392601967, 'Full-Synthetic': 0.9811966419219971, 'Tampered': 0.005872224923223257}",0.9870688915252686,0.012931177392601967,0.9870688668452203,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/001120_002354.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9787013530731201,,"{'Real': 0.9787013530731201, 'Full-Synthetic': 0.002690704772248864, 'Tampered': 0.018607979640364647}",0.9787013530731201,0.9787013530731201,0.02129868441261351,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/000496_000594.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.852401077747345,,"{'Real': 0.852401077747345, 'Full-Synthetic': 0.10658826678991318, 'Tampered': 0.04101061820983887}",0.852401077747345,0.852401077747345,0.14759888499975204,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/002499_003047.jpg,image,image,image_path,True,0,1,Fake,1,Fake,2,Tampered,0.5926921367645264,,"{'Real': 0.29846999049186707, 'Full-Synthetic': 0.10883790999650955, 'Tampered': 0.5926921367645264}",0.7015300393104553,0.29846999049186707,0.7015300467610359,True,0.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001022_001270.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.964708685874939,,"{'Real': 0.00474599888548255, 'Full-Synthetic': 0.964708685874939, 'Tampered': 0.030545344576239586}",0.9952540397644043,0.00474599888548255,0.9952540304511786,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/000793_001732.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.916520893573761,,"{'Real': 0.916520893573761, 'Full-Synthetic': 0.02129409648478031, 'Tampered': 0.062184982001781464}",0.916520893573761,0.916520893573761,0.08347907848656178,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/001319_001953.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9049246311187744,,"{'Real': 0.9049246311187744, 'Full-Synthetic': 0.021960297599434853, 'Tampered': 0.07311507314443588}",0.9049246311187744,0.9049246311187744,0.09507537074387074,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/000955_000887.jpg,image,image,image_path,True,0,1,Fake,1,Fake,1,Full-Synthetic,0.8242865800857544,,"{'Real': 0.04011797904968262, 'Full-Synthetic': 0.8242865800857544, 'Tampered': 0.1355953961610794}",0.9598819613456726,0.04011797904968262,0.9598819762468338,True,0.0,
/content/drive/MyDrive/skripsi/dataset_image/real/002768_000977.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.8919522166252136,,"{'Real': 0.8919522166252136, 'Full-Synthetic': 0.004777322988957167, 'Tampered': 0.10327047854661942}",0.8919522166252136,0.8919522166252136,0.10804780153557658,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/000470_002805.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.7393215298652649,,"{'Real': 0.7393215298652649, 'Full-Synthetic': 0.01636461168527603, 'Tampered': 0.24431388080120087}",0.7393215298652649,0.7393215298652649,0.2606784924864769,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/002303_002204.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9664177894592285,,"{'Real': 0.9664177894592285, 'Full-Synthetic': 0.010779966600239277, 'Tampered': 0.022802315652370453}",0.9664177894592285,0.9664177894592285,0.03358228225260973,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/002319_003184.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.7438749670982361,,"{'Real': 0.24344760179519653, 'Full-Synthetic': 0.012677431106567383, 'Tampered': 0.7438749670982361}",0.7565523982048035,0.24344760179519653,0.7565523982048035,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002108_000730.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9655278325080872,,"{'Real': 0.021388936787843704, 'Full-Synthetic': 0.9655278325080872, 'Tampered': 0.013083195313811302}",0.9786110520362854,0.021388936787843704,0.9786110278218985,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/000437_002341.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.569138765335083,,"{'Real': 0.569138765335083, 'Full-Synthetic': 0.16026733815670013, 'Tampered': 0.2705938518047333}",0.569138765335083,0.569138765335083,0.4308611899614334,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/001942_002605.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.8056110739707947,,"{'Real': 0.8056110739707947, 'Full-Synthetic': 0.04715479910373688, 'Tampered': 0.14723411202430725}",0.8056110739707947,0.8056110739707947,0.19438891112804413,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000268_001315.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.6969863772392273,,"{'Real': 0.13772305846214294, 'Full-Synthetic': 0.16529054939746857, 'Tampered': 0.6969863772392273}",0.8622769117355347,0.13772305846214294,0.8622769266366959,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/003332_000860.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9548848271369934,,"{'Real': 0.9548848271369934, 'Full-Synthetic': 0.02757001295685768, 'Tampered': 0.017545167356729507}",0.9548848271369934,0.9548848271369934,0.04511518031358719,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002575_000448.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9902370572090149,,"{'Real': 0.00498818838968873, 'Full-Synthetic': 0.9902370572090149, 'Tampered': 0.004774738568812609}",0.9950118064880371,0.00498818838968873,0.9950117957778275,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002242_002551.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.6526064872741699,,"{'Real': 0.2980746924877167, 'Full-Synthetic': 0.6526064872741699, 'Tampered': 0.04931877925992012}",0.7019252777099609,0.2980746924877167,0.70192526653409,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/002480_000624.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.9712444543838501,,"{'Real': 0.017224477604031563, 'Full-Synthetic': 0.011531073600053787, 'Tampered': 0.9712444543838501}",0.9827755093574524,0.017224477604031563,0.9827755279839039,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000979_002609.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.7150028347969055,,"{'Real': 0.27001431584358215, 'Full-Synthetic': 0.014982886612415314, 'Tampered': 0.7150028347969055}",0.7299857139587402,0.27001431584358215,0.7299857214093208,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000903_003179.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.7849068641662598,,"{'Real': 0.20846526324748993, 'Full-Synthetic': 0.006627886556088924, 'Tampered': 0.7849068641662598}",0.7915347218513489,0.20846526324748993,0.7915347507223487,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002382_000558.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9945659637451172,,"{'Real': 0.0009541378240101039, 'Full-Synthetic': 0.9945659637451172, 'Tampered': 0.004479930270463228}",0.9990459084510803,0.0009541378240101039,0.9990458940155804,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000918_001242.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.94282466173172,,"{'Real': 0.05192195996642113, 'Full-Synthetic': 0.005253432784229517, 'Tampered': 0.94282466173172}",0.9480780959129333,0.05192195996642113,0.9480780945159495,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002476_000302.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9893032312393188,,"{'Real': 0.0024104875046759844, 'Full-Synthetic': 0.9893032312393188, 'Tampered': 0.008286206051707268}",0.9975894093513489,0.0024104875046759844,0.9975894372910261,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/002372_000901.jpg,image,image,image_path,True,0,1,Fake,1,Fake,2,Tampered,0.5626392960548401,,"{'Real': 0.41348496079444885, 'Full-Synthetic': 0.02387567050755024, 'Tampered': 0.5626392960548401}",0.586514949798584,0.41348496079444885,0.5865149665623903,True,0.0,
/content/drive/MyDrive/skripsi/dataset_image/real/002530_002642.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9633885025978088,,"{'Real': 0.9633885025978088, 'Full-Synthetic': 0.005726512521505356, 'Tampered': 0.030884958803653717}",0.9633885025978088,0.9633885025978088,0.03661147132515907,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000095_001898.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9849773645401001,,"{'Real': 0.008644739165902138, 'Full-Synthetic': 0.9849773645401001, 'Tampered': 0.0063778613694012165}",0.9913552403450012,0.008644739165902138,0.9913552259095013,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/000074_000387.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9809842109680176,,"{'Real': 0.9809842109680176, 'Full-Synthetic': 0.006460025906562805, 'Tampered': 0.012555727735161781}",0.9809842109680176,0.9809842109680176,0.019015753641724586,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/001119_001330.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.5966405272483826,,"{'Real': 0.5966405272483826, 'Full-Synthetic': 0.013274378143250942, 'Tampered': 0.3900851011276245}",0.5966405272483826,0.5966405272483826,0.40335947927087545,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001697_002856.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9975938200950623,,"{'Real': 0.0006822209688834846, 'Full-Synthetic': 0.9975938200950623, 'Tampered': 0.0017239487497135997}",0.9993177652359009,0.0006822209688834846,0.9993177688447759,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000697_000313.jpg,image,image,image_path,True,1,0,Real,0,Real,0,Real,0.6514516472816467,,"{'Real': 0.6514516472816467, 'Full-Synthetic': 0.03401485085487366, 'Tampered': 0.314533531665802}",0.6514516472816467,0.6514516472816467,0.34854838252067566,True,0.0,
/content/drive/MyDrive/skripsi/dataset_image/real/000703_000233.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9005880951881409,,"{'Real': 0.9005880951881409, 'Full-Synthetic': 0.0759347528219223, 'Tampered': 0.02347719669342041}",0.9005880951881409,0.9005880951881409,0.09941194951534271,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/002962_002544.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9279380440711975,,"{'Real': 0.9279380440711975, 'Full-Synthetic': 0.02252419851720333, 'Tampered': 0.0495377741754055}",0.9279380440711975,0.9279380440711975,0.07206197269260883,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/002884_000046.jpg,image,image,image_path,True,0,1,Fake,1,Fake,2,Tampered,0.6551525592803955,,"{'Real': 0.3298697769641876, 'Full-Synthetic': 0.014977646060287952, 'Tampered': 0.6551525592803955}",0.67013019323349,0.3298697769641876,0.6701302053406835,True,0.0,
/content/drive/MyDrive/skripsi/dataset_image/real/002310_001692.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.8668776154518127,,"{'Real': 0.8668776154518127, 'Full-Synthetic': 0.04812588915228844, 'Tampered': 0.0849965289235115}",0.8668776154518127,0.8668776154518127,0.13312241807579994,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002510_000666.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9798932075500488,,"{'Real': 0.014967850409448147, 'Full-Synthetic': 0.9798932075500488, 'Tampered': 0.005138953682035208}",0.9850321412086487,0.014967850409448147,0.985032161232084,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/001187_000530.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9531326293945312,,"{'Real': 0.9531326293945312, 'Full-Synthetic': 0.017238177359104156, 'Tampered': 0.029629163444042206}",0.9531326293945312,0.9531326293945312,0.04686734080314636,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002189_001920.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9933520555496216,,"{'Real': 0.003963041119277477, 'Full-Synthetic': 0.9933520555496216, 'Tampered': 0.0026848590932786465}",0.9960368871688843,0.003963041119277477,0.9960369146429002,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/002032_003325.jpg,image,image,image_path,True,1,0,Real,0,Real,0,Real,0.9251208305358887,,"{'Real': 0.9251208305358887, 'Full-Synthetic': 0.004144702106714249, 'Tampered': 0.07073453813791275}",0.9251208305358887,0.9251208305358887,0.074879240244627,True,0.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002024_001109.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9903665781021118,,"{'Real': 0.004016397055238485, 'Full-Synthetic': 0.9903665781021118, 'Tampered': 0.005617053247988224}",0.9959836602210999,0.004016397055238485,0.9959836313501,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/002830_002388.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.5748875737190247,,"{'Real': 0.5748875737190247, 'Full-Synthetic': 0.3061246871948242, 'Tampered': 0.11898777633905411}",0.5748875737190247,0.5748875737190247,0.4251124635338783,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/001339_002149.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.869312584400177,,"{'Real': 0.10186231881380081, 'Full-Synthetic': 0.02882511354982853, 'Tampered': 0.869312584400177}",0.8981376886367798,0.10186231881380081,0.8981376979500055,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/003056_001802.jpg,image,image,image_path,True,0,1,Fake,1,Fake,0,Real,0.49769526720046997,,"{'Real': 0.49769526720046997, 'Full-Synthetic': 0.0843864306807518, 'Tampered': 0.41791829466819763}",0.50230473279953,0.49769526720046997,0.5023047253489494,True,0.0,
/content/drive/MyDrive/skripsi/dataset_image/real/000549_001511.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.8790963292121887,,"{'Real': 0.8790963292121887, 'Full-Synthetic': 0.004856252111494541, 'Tampered': 0.1160474345088005}",0.8790963292121887,0.8790963292121887,0.12090368662029505,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/002089_002194.jpg,image,image,image_path,True,1,0,Real,0,Real,0,Real,0.7508708834648132,,"{'Real': 0.7508708834648132, 'Full-Synthetic': 0.02322695031762123, 'Tampered': 0.22590212523937225}",0.7508708834648132,0.7508708834648132,0.24912907555699348,True,0.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002977_001504.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9790428876876831,,"{'Real': 0.01426477637141943, 'Full-Synthetic': 0.9790428876876831, 'Tampered': 0.006692294962704182}",0.9857351779937744,0.01426477637141943,0.9857351826503873,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000886_001132.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9975300431251526,,"{'Real': 0.0005608524661511183, 'Full-Synthetic': 0.9975300431251526, 'Tampered': 0.0019091391004621983}",0.9994391798973083,0.0005608524661511183,0.9994391822256148,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/002237_002993.jpg,image,image,image_path,True,1,1,Fake,1,Fake,0,Real,0.46245530247688293,,"{'Real': 0.46245530247688293, 'Full-Synthetic': 0.0929524227976799, 'Tampered': 0.44459232687950134}",0.5375447273254395,0.46245530247688293,0.5375447496771812,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/001709_002031.jpg,image,image,image_path,True,0,1,Fake,1,Fake,2,Tampered,0.5132521986961365,,"{'Real': 0.25877782702445984, 'Full-Synthetic': 0.22796998918056488, 'Tampered': 0.5132521986961365}",0.7412222027778625,0.25877782702445984,0.7412221878767014,True,0.0,
/content/drive/MyDrive/skripsi/dataset_image/real/000183_001232.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9641278982162476,,"{'Real': 0.9641278982162476, 'Full-Synthetic': 0.004104782361537218, 'Tampered': 0.03176725655794144}",0.9641278982162476,0.9641278982162476,0.035872038919478655,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/003238_000878.jpg,image,image,image_path,True,0,1,Fake,1,Fake,2,Tampered,0.6717334389686584,,"{'Real': 0.3137827217578888, 'Full-Synthetic': 0.014483830891549587, 'Tampered': 0.6717334389686584}",0.6862172484397888,0.3137827217578888,0.686217269860208,True,0.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/001114_000445.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.985415518283844,,"{'Real': 0.0049400730058550835, 'Full-Synthetic': 0.009644399397075176, 'Tampered': 0.985415518283844}",0.9950599074363708,0.0049400730058550835,0.9950599176809192,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/001461_002304.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9636484384536743,,"{'Real': 0.9636484384536743, 'Full-Synthetic': 0.013977991417050362, 'Tampered': 0.02237359620630741}",0.9636484384536743,0.9636484384536743,0.03635158762335777,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/002287_002493.jpg,image,image,image_path,True,0,1,Fake,1,Fake,1,Full-Synthetic,0.4937559962272644,,"{'Real': 0.30478423833847046, 'Full-Synthetic': 0.4937559962272644, 'Tampered': 0.20145972073078156}",0.6952157020568848,0.30478423833847046,0.695215716958046,True,0.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000714_003022.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.783473551273346,,"{'Real': 0.12193524837493896, 'Full-Synthetic': 0.09459125995635986, 'Tampered': 0.783473551273346}",0.8780648112297058,0.12193524837493896,0.8780648112297058,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001485_002342.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9852077960968018,,"{'Real': 0.008789912797510624, 'Full-Synthetic': 0.9852077960968018, 'Tampered': 0.006002288311719894}",0.9912101030349731,0.008789912797510624,0.9912100844085217,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/001478_001230.jpg,image,image,image_path,True,1,0,Real,0,Real,0,Real,0.9030172824859619,,"{'Real': 0.9030172824859619, 'Full-Synthetic': 0.022828008979558945, 'Tampered': 0.07415460795164108}",0.9030172824859619,0.9030172824859619,0.09698261693120003,True,0.0,
/content/drive/MyDrive/skripsi/dataset_image/tampered/001676_001453.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.8114834427833557,,"{'Real': 0.09440198540687561, 'Full-Synthetic': 0.09411449730396271, 'Tampered': 0.8114834427833557}",0.9055979251861572,0.09440198540687561,0.9055979400873184,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/002029_001817.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.983125627040863,,"{'Real': 0.983125627040863, 'Full-Synthetic': 0.003879482625052333, 'Tampered': 0.0129949189722538}",0.983125627040863,0.983125627040863,0.016874401597306132,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/000684_002431.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.9357627630233765,,"{'Real': 0.9357627630233765, 'Full-Synthetic': 0.005493515636771917, 'Tampered': 0.05874376371502876}",0.9357627630233765,0.9357627630233765,0.06423727935180068,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001378_000968.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9901465773582458,,"{'Real': 0.005426377989351749, 'Full-Synthetic': 0.9901465773582458, 'Tampered': 0.004427039530128241}",0.9945735931396484,0.005426377989351749,0.9945736168883741,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/001840_002196.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.6473023295402527,,"{'Real': 0.6473023295402527, 'Full-Synthetic': 0.2644188404083252, 'Tampered': 0.08827883750200272}",0.6473023295402527,0.6473023295402527,0.3526976779103279,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001859_003213.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9932903051376343,,"{'Real': 0.0018369273748248816, 'Full-Synthetic': 0.9932903051376343, 'Tampered': 0.004872725810855627}",0.9981630444526672,0.0018369273748248816,0.9981630309484899,True,1.0,
/content/drive/MyDrive/skripsi/dataset_image/real/001277_002641.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.8039326667785645,,"{'Real': 0.8039326667785645, 'Full-Synthetic': 0.011947118677198887, 'Tampered': 0.18412020802497864}",0.8039326667785645,0.8039326667785645,0.19606732670217752,True,1.0,
